File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF218VQQ	fastq	reads	ENCSR959LTT	RNA-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day		RNA	rRNA	Qiagen RNA extraction			False	2017-10-10	GGR				2	1	101		paired-ended	1	ENCFF946KOC		6086090057	Michael Snyder, Stanford	f4bc509c9aaa9764c9f077412839dd6d		https://www.encodeproject.org/files/ENCFF218VQQ/@@download/ENCFF218VQQ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name, experiment not submitted to GEO		
ENCFF946KOC	fastq	reads	ENCSR959LTT	RNA-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day		RNA	rRNA	Qiagen RNA extraction			False	2017-10-10	GGR				2	1	101		paired-ended	2	ENCFF218VQQ		6210095579	Michael Snyder, Stanford	91faca71f0d1445ebe9628e5623a290d		https://www.encodeproject.org/files/ENCFF946KOC/@@download/ENCFF946KOC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name, experiment not submitted to GEO		
ENCFF002DKW	fastq	reads	ENCSR971GPJ	RNA-seq	EFO:0001193	HT-29	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DLA		10922057117	Thomas Gingeras, CSHL	f391de69d5ee0dd7a1f6e562bcc7785f	SRA:SRR3192691	https://www.encodeproject.org/files/ENCFF002DKW/@@download/ENCFF002DKW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DLA	fastq	reads	ENCSR971GPJ	RNA-seq	EFO:0001193	HT-29	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DKW		11159283608	Thomas Gingeras, CSHL	294234cac4d14cad660bee821dafb39a	SRA:SRR3192691	https://www.encodeproject.org/files/ENCFF002DLA/@@download/ENCFF002DLA.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMT	fastq	reads	ENCSR971GPJ	RNA-seq	EFO:0001193	HT-29	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DMU		8468384991	Thomas Gingeras, CSHL	0883e0e8797e020039971a75ec1505b3	SRA:SRR3192692	https://www.encodeproject.org/files/ENCFF002DMT/@@download/ENCFF002DMT.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMU	fastq	reads	ENCSR971GPJ	RNA-seq	EFO:0001193	HT-29	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DMT		8652236288	Thomas Gingeras, CSHL	34910eeefbede7901fa543c0f1bab234	SRA:SRR3192692	https://www.encodeproject.org/files/ENCFF002DMU/@@download/ENCFF002DMU.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF326EWR	fastq	reads	ENCSR450ENK	RNA-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF439NKG		5020571460	Thomas Gingeras, CSHL	1752257c08bf96dc6c499682bf99135a	SRA:SRR4421809	https://www.encodeproject.org/files/ENCFF326EWR/@@download/ENCFF326EWR.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF439NKG	fastq	reads	ENCSR450ENK	RNA-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF326EWR		5111390912	Thomas Gingeras, CSHL	7b3010bb0f5eec8837e1d3e17c3062f3	SRA:SRR4421809	https://www.encodeproject.org/files/ENCFF439NKG/@@download/ENCFF439NKG.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF002DMH	fastq	reads	ENCSR444WHQ	RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DMI		7014176997	Thomas Gingeras, CSHL	25c0458fd577efaefedabd67336ea30a	SRA:SRR3192611	https://www.encodeproject.org/files/ENCFF002DMH/@@download/ENCFF002DMH.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMI	fastq	reads	ENCSR444WHQ	RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DMH		6982333502	Thomas Gingeras, CSHL	6df0875ef30e3bfeece1cec6ad4bdae9	SRA:SRR3192611	https://www.encodeproject.org/files/ENCFF002DMI/@@download/ENCFF002DMI.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DML	fastq	reads	ENCSR444WHQ	RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DMM		8943687100	Thomas Gingeras, CSHL	654c8a230848ccab646d582c7c315fac	SRA:SRR3192610	https://www.encodeproject.org/files/ENCFF002DML/@@download/ENCFF002DML.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMM	fastq	reads	ENCSR444WHQ	RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DML		8921298431	Thomas Gingeras, CSHL	f6b1d9ed7a4166414e1a77f511da8a5c	SRA:SRR3192610	https://www.encodeproject.org/files/ENCFF002DMM/@@download/ENCFF002DMM.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHT	fastq	reads	ENCSR504VXC	RNA-seq	EFO:0002103	A375	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DHU		9974783894	Thomas Gingeras, CSHL	dda00c06e5177afd5d8ed911e778257a	SRA:SRR3192614	https://www.encodeproject.org/files/ENCFF002DHT/@@download/ENCFF002DHT.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHU	fastq	reads	ENCSR504VXC	RNA-seq	EFO:0002103	A375	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DHT		10004063676	Thomas Gingeras, CSHL	b813b16050f42b49f2d5bb7b717cbea9	SRA:SRR3192614	https://www.encodeproject.org/files/ENCFF002DHU/@@download/ENCFF002DHU.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DLZ	fastq	reads	ENCSR504VXC	RNA-seq	EFO:0002103	A375	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DMA		9103078928	Thomas Gingeras, CSHL	2b36406e4cede8bd28ec1ba17aac3b98	SRA:SRR3192615	https://www.encodeproject.org/files/ENCFF002DLZ/@@download/ENCFF002DLZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMA	fastq	reads	ENCSR504VXC	RNA-seq	EFO:0002103	A375	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DLZ		9122280351	Thomas Gingeras, CSHL	3bf76fe91c71708af2a8f534e37b5ae6	SRA:SRR3192615	https://www.encodeproject.org/files/ENCFF002DMA/@@download/ENCFF002DMA.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF097YEA	fastq	reads	ENCSR403SZN	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF593EMI		6741997746	Thomas Gingeras, CSHL	cf769bae746b4392a558369ef136bfe1	SRA:SRR4421756	https://www.encodeproject.org/files/ENCFF097YEA/@@download/ENCFF097YEA.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF593EMI	fastq	reads	ENCSR403SZN	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF097YEA		6970997646	Thomas Gingeras, CSHL	7118bab66a9c100cac13e6dfe4919e35	SRA:SRR4421756	https://www.encodeproject.org/files/ENCFF593EMI/@@download/ENCFF593EMI.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF341UDE	fastq	reads	ENCSR420NLC	RNA-seq	EFO:0002074	PC-3	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	1	ENCFF420HRW		11295739514	Thomas Gingeras, CSHL	cd2abe72490a9545e14dbeb08b02f02d	SRA:SRR3192607	https://www.encodeproject.org/files/ENCFF341UDE/@@download/ENCFF341UDE.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF420HRW	fastq	reads	ENCSR420NLC	RNA-seq	EFO:0002074	PC-3	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	2	ENCFF341UDE		11255814103	Thomas Gingeras, CSHL	2d03fa74dbba3e2e44f154fe8282dc79	SRA:SRR3192607	https://www.encodeproject.org/files/ENCFF420HRW/@@download/ENCFF420HRW.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF186UTV	fastq	reads	ENCSR420NLC	RNA-seq	EFO:0002074	PC-3	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	1	ENCFF884SCR		6975721108	Thomas Gingeras, CSHL	1dc1d842c52d2072a1091607cb5c2299	SRA:SRR3192606	https://www.encodeproject.org/files/ENCFF186UTV/@@download/ENCFF186UTV.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF884SCR	fastq	reads	ENCSR420NLC	RNA-seq	EFO:0002074	PC-3	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	2	ENCFF186UTV		6925937446	Thomas Gingeras, CSHL	1d291c5c65ecc30cc4b97eeda14bec28	SRA:SRR3192606	https://www.encodeproject.org/files/ENCFF884SCR/@@download/ENCFF884SCR.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF002DHZ	fastq	reads	ENCSR568YRP	RNA-seq	EFO:0005722	SJCRH30	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DIA		7997120083	Thomas Gingeras, CSHL	f38fc0149d6dc211787e656279c0fea6	SRA:SRR3192623	https://www.encodeproject.org/files/ENCFF002DHZ/@@download/ENCFF002DHZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DIA	fastq	reads	ENCSR568YRP	RNA-seq	EFO:0005722	SJCRH30	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DHZ		8018993124	Thomas Gingeras, CSHL	7d733b45503cc8d301b1427dc17d06b7	SRA:SRR3192623	https://www.encodeproject.org/files/ENCFF002DIA/@@download/ENCFF002DIA.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMB	fastq	reads	ENCSR568YRP	RNA-seq	EFO:0005722	SJCRH30	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DMC		11037660049	Thomas Gingeras, CSHL	988f6d9853d23ac529d81fe9328e03c5	SRA:SRR3192622	https://www.encodeproject.org/files/ENCFF002DMB/@@download/ENCFF002DMB.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMC	fastq	reads	ENCSR568YRP	RNA-seq	EFO:0005722	SJCRH30	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DMB		11079790869	Thomas Gingeras, CSHL	835a3299d820b60c1ee37e0579d47984	SRA:SRR3192622	https://www.encodeproject.org/files/ENCFF002DMC/@@download/ENCFF002DMC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF726PAY	fastq	reads	ENCSR244ISQ	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				2	1	101		paired-ended	2	ENCFF996KMK		8458571012	Thomas Gingeras, CSHL	cc93508afec2c9e3070a675a6b4351cf	SRA:SRR3192584	https://www.encodeproject.org/files/ENCFF726PAY/@@download/ENCFF726PAY.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	NTR biosample, missing RIN, inconsistent assay_term_name		
ENCFF996KMK	fastq	reads	ENCSR244ISQ	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				2	1	101		paired-ended	1	ENCFF726PAY		8387780975	Thomas Gingeras, CSHL	b3d829a77a28456e82656472956f66ae	SRA:SRR3192584	https://www.encodeproject.org/files/ENCFF996KMK/@@download/ENCFF996KMK.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	NTR biosample, missing RIN, inconsistent assay_term_name		
ENCFF939FVE	fastq	reads	ENCSR244ISQ	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				1	1	101		paired-ended	1	ENCFF201WLO		8427042524	Thomas Gingeras, CSHL	79216526fc3f1bf0f416cc6c68b575a0	SRA:SRR3192585	https://www.encodeproject.org/files/ENCFF939FVE/@@download/ENCFF939FVE.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	NTR biosample, missing RIN, inconsistent assay_term_name		
ENCFF201WLO	fastq	reads	ENCSR244ISQ	RNA-seq	NTR:0000711	neural progenitor cell	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2015-01-08	ENCODE				1	1	101		paired-ended	2	ENCFF939FVE		8478309287	Thomas Gingeras, CSHL	c8f8d6678ff985fa4cb41f51a534ce80	SRA:SRR3192585	https://www.encodeproject.org/files/ENCFF201WLO/@@download/ENCFF201WLO.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released		low replicate concordance	NTR biosample, missing RIN, inconsistent assay_term_name		
ENCFF547LGQ	fastq	reads	ENCSR424FAZ	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document			True	2013-07-31	Roadmap				1	1	87		single-ended				731380789	Zhiping Weng, UMass	0b945c472b84f60d593f7806a16babb8	SRA:SRR020293	https://www.encodeproject.org/files/ENCFF547LGQ/@@download/ENCFF547LGQ.fastq.gz		Illumina Genome Analyzer II		released			missing RIN	missing spikeins, insufficient read length	
ENCFF094HAH	fastq	reads	ENCSR424FAZ	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document			True	2013-07-31	Roadmap				1	1	87		single-ended				738445063	Zhiping Weng, UMass	e56bbc0918b22afc9bb43d78e3824a4f	SRA:SRR020295	https://www.encodeproject.org/files/ENCFF094HAH/@@download/ENCFF094HAH.fastq.gz		Illumina Genome Analyzer II		released			missing RIN	missing spikeins, insufficient read length	
ENCFF105OLM	fastq	reads	ENCSR424FAZ	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document			True	2013-07-31	Roadmap				1	1	43		single-ended				198480701	Zhiping Weng, UMass	edf86dc16f72b63f8042cbbcbfd1cad4	SRA:SRR020292	https://www.encodeproject.org/files/ENCFF105OLM/@@download/ENCFF105OLM.fastq.gz		Illumina Genome Analyzer II		released			missing RIN	missing spikeins, insufficient read length	
ENCFF381KYM	fastq	reads	ENCSR424FAZ	RNA-seq	EFO:0001196	IMR-90	cell line	Homo sapiens					RNA	rRNA	see document			True	2013-07-31	Roadmap				1	1	87		single-ended				741613503	Zhiping Weng, UMass	014d63006efbe1e5025c41edc79c9307	SRA:SRR020294	https://www.encodeproject.org/files/ENCFF381KYM/@@download/ENCFF381KYM.fastq.gz		Illumina Genome Analyzer II		released			missing RIN	missing spikeins, insufficient read length	
ENCFF455UMQ	fastq	reads	ENCSR194HVU	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF361OLP		3993684390	Thomas Gingeras, CSHL	d61a79bc2caff9f7a176dfda98ff4364	SRA:SRR4421468	https://www.encodeproject.org/files/ENCFF455UMQ/@@download/ENCFF455UMQ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF361OLP	fastq	reads	ENCSR194HVU	RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF455UMQ		4056082471	Thomas Gingeras, CSHL	b9299bf9bd12af146e714717e68beac5	SRA:SRR4421468	https://www.encodeproject.org/files/ENCFF361OLP/@@download/ENCFF361OLP.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF284BGW	fastq	reads	ENCSR480SLD	RNA-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	1	ENCFF764BLJ		3511945544	Thomas Gingeras, CSHL	962e117ac73c8d823f2255ae11d04161	SRA:SRR4421845	https://www.encodeproject.org/files/ENCFF284BGW/@@download/ENCFF284BGW.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF764BLJ	fastq	reads	ENCSR480SLD	RNA-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-03	ENCODE				1	1	101		paired-ended	2	ENCFF284BGW		3582749540	Thomas Gingeras, CSHL	750f02aed5d31294e9632e70777da763	SRA:SRR4421845	https://www.encodeproject.org/files/ENCFF764BLJ/@@download/ENCFF764BLJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF741NGG	fastq	reads	ENCSR471RUK	RNA-seq	UBERON:0000945	stomach	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF582ILA		5063270592	Thomas Gingeras, CSHL	d9ee4e8cb70b221e31577a05d1689ce2	SRA:SRR4421836	https://www.encodeproject.org/files/ENCFF741NGG/@@download/ENCFF741NGG.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF582ILA	fastq	reads	ENCSR471RUK	RNA-seq	UBERON:0000945	stomach	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF741NGG		5263488895	Thomas Gingeras, CSHL	18cd9120fcd939828ab987f019767864	SRA:SRR4421836	https://www.encodeproject.org/files/ENCFF582ILA/@@download/ENCFF582ILA.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF000FKR	fastq	reads	ENCSR000CUK	RNA-seq	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000FKY		15751966030	Thomas Gingeras, CSHL	cda6c79f1c5cd5b7cab4cbc3e3bc77ce	SRA:SRR3192537	https://www.encodeproject.org/files/ENCFF000FKR/@@download/ENCFF000FKR.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000FKY	fastq	reads	ENCSR000CUK	RNA-seq	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000FKR		15884144420	Thomas Gingeras, CSHL	efeab6a097f964a6680fec354fff2dec	SRA:SRR3192537	https://www.encodeproject.org/files/ENCFF000FKY/@@download/ENCFF000FKY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000FLI	fastq	reads	ENCSR000CUK	RNA-seq	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000FLJ		15866265740	Thomas Gingeras, CSHL	2adbc8d2c6557c1ff832245d0916c737	SRA:SRR3192538	https://www.encodeproject.org/files/ENCFF000FLI/@@download/ENCFF000FLI.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000FLJ	fastq	reads	ENCSR000CUK	RNA-seq	CL:0002545	thoracic aorta endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000FLI		15858483008	Thomas Gingeras, CSHL	876f792b3de5aff293c2b9839fb3f1b5	SRA:SRR3192538	https://www.encodeproject.org/files/ENCFF000FLJ/@@download/ENCFF000FLJ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF119TIN	fastq	reads	ENCSR894WMQ	RNA-seq	CL:0000187	myocyte	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	1	ENCFF494PBN		7474901103	Thomas Gingeras, CSHL	2b89b189c727efda5f6642235242da26	SRA:SRR3192694	https://www.encodeproject.org/files/ENCFF119TIN/@@download/ENCFF119TIN.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF494PBN	fastq	reads	ENCSR894WMQ	RNA-seq	CL:0000187	myocyte	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	2	ENCFF119TIN		7477105020	Thomas Gingeras, CSHL	c9bfe9b31e90e9e5a4d27d720c2e0eac	SRA:SRR3192694	https://www.encodeproject.org/files/ENCFF494PBN/@@download/ENCFF494PBN.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF700EUG	fastq	reads	ENCSR894WMQ	RNA-seq	CL:0000187	myocyte	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	1	ENCFF193NKV		9671698011	Thomas Gingeras, CSHL	52d15af42a7c18b0c79fd19774507b88	SRA:SRR3192693	https://www.encodeproject.org/files/ENCFF700EUG/@@download/ENCFF700EUG.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF193NKV	fastq	reads	ENCSR894WMQ	RNA-seq	CL:0000187	myocyte	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	2	ENCFF700EUG		9655529361	Thomas Gingeras, CSHL	1c2518a62b2e16428d89f000ccb207d4	SRA:SRR3192693	https://www.encodeproject.org/files/ENCFF193NKV/@@download/ENCFF193NKV.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
